play_name,character,act,scene,sentence,text,Unnamed: 6,Unnamed: 7,Unnamed: 8,tokens,sentiment_score
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,HORSE-COURSER,none,none,11,"forty dollars again, or I?ll make it the dearest horse!?O,",,,,"['forty', 'dollars', '\x99ll', 'make', 'dearest', 'horse', '\x94O']",0.643
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,HORSE-COURSER,none,none,12,"yonder is his snipper-snapper.?Do you hear? you, hey-pass,",,,,"['yonder', 'snipper-snapper', '\x94Do', 'hear', 'hey-pass']",0.0
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,HORSE-COURSER,none,none,13,where?s your master?,,,,"['\x99s', 'master']",0.0
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,MEPHIST,none,none,1,"Why, sir, what would you? you cannot speak with him.",,,,"['sir', 'would', 'speak']",0.0
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,HORSE-COURSER,none,none,1,But I will speak with him.,,,,['speak'],0.0
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,MEPHIST,none,none,1,"Why, he?s fast asleep:  come some other time.",,,,"['\x99s', 'fast', 'asleep', 'come', 'time']",0.0
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,HORSE-COURSER,none,none,1,"I?ll speak with him now, or I?ll break his",,,,"['\x99ll', 'speak', '\x99ll', 'break']",0.0
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,HORSE-COURSER,none,none,2,glass-windows about his ears.,,,,"['glass-windows', 'ears']",0.0
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,MEPHIST,none,none,1,"I tell thee, he has not slept this eight nights.",,,,"['tell', 'slept', 'eight', 'nights']",0.0
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,HORSE-COURSER,none,none,1,"An he have not slept this eight weeks, I?ll",,,,"['slept', 'eight', 'weeks', '\x99ll']",0.0
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,HORSE-COURSER,none,none,2,speak with him.,,,,['speak'],0.0
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,MEPHIST,none,none,1,"See, where he is, fast asleep.",,,,"['See', 'fast', 'asleep']",0.0
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,HORSE-COURSER,none,none,1,"Ay, this is he.?God save you, Master Doctor,",,,,"['Ay', '\x94God', 'save', 'Master', 'Doctor']",0.4939
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,HORSE-COURSER,none,none,2,"Master Doctor, Master Doctor Fustian! forty dollars, forty dollars",,,,"['Master', 'Doctor', 'Master', 'Doctor', 'Fustian', 'forty', 'dollars', 'forty', 'dollars']",0.0
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,HORSE-COURSER,none,none,3,for a bottle of hay!,,,,"['bottle', 'hay']",0.0
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,MEPHIST,none,none,1,"Why, thou seest he hears thee not.",,,,"['seest', 'hears']",0.0
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,HORSE-COURSER,none,none,1,"So-ho, ho! so-ho, ho!    No,",,,,"['So-ho', 'ho', 'so-ho', 'ho']",0.0
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,HORSE-COURSER,none,none,2,will you not wake?  I?ll make you wake ere I go.  [Pulls FAUSTUS,,,,"['wake', '\x99ll', 'make', 'wake', 'go', 'Pulls']",0.0
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,HORSE-COURSER,none,none,3,"by the leg, and pulls it away.]  Alas, I am undone! what shall",,,,"['leg', 'pulls', 'away', 'undone', 'shall']",-0.3382
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,HORSE-COURSER,none,none,4,I do?,,,,[],0.0
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,FAUSTUS,none,none,1,"O, my leg, my leg!?Help, Mephistophilis! call the",,,,"['leg', 'leg', '\x94Help', 'Mephistophilis', 'call']",0.0
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,FAUSTUS,none,none,2,"officers.?My leg, my leg!",,,,"['officers', '\x94My', 'leg', 'leg']",0.0
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,MEPHIST,none,none,1,"Come, villain, to the constable.",,,,"['Come', 'villain', 'constable']",-0.5574
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,HORSE-COURSER,none,none,1,"O Lord, sir, let me go, and I?ll give you forty",,,,"['Lord', 'sir', 'let', 'go', '\x99ll', 'give', 'forty']",0.0
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,HORSE-COURSER,none,none,2,dollars more!,,,,['dollars'],0.0
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,MEPHIST,none,none,1,Where be they?,,,,[],0.0
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,HORSE-COURSER,none,none,1,"I have none about me:  come to my ostry,",,,,"['none', 'come', 'ostry']",0.0
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,HORSE-COURSER,none,none,2,and I?ll give them you.,,,,"['\x99ll', 'give']",0.0
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,MEPHIST,none,none,1,Be gone quickly.,,,,"['gone', 'quickly']",0.0
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,FAUSTUS,none,none,1,"What, is he gone? farewell he!  Faustus has his leg again,",,,,"['gone', 'farewell', 'Faustus', 'leg']",0.0
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,FAUSTUS,none,none,2,"and the Horse-courser, I take it, a bottle of hay for his labour:",,,,"['Horse-courser', 'take', 'bottle', 'hay', 'labour']",0.0
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,FAUSTUS,none,none,3,"well, this trick shall cost him forty dollars more.",,,,"['well', 'trick', 'shall', 'cost', 'forty', 'dollars']",0.2263
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,FAUSTUS,none,none,4,"How now, Wagner! what?s the news with thee?",,,,"['Wagner', '\x99s', 'news']",0.0
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,WAGNER,none,none,1,"Sir, the Duke of Vanholt doth earnestly entreat your",,,,"['Sir', 'Duke', 'Vanholt', 'doth', 'earnestly', 'entreat']",0.0
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,WAGNER,none,none,2,company.,,,,['company'],0.0
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,FAUSTUS,none,none,1,"The Duke of Vanholt! an honourable gentleman, to whom",,,,"['Duke', 'Vanholt', 'honourable', 'gentleman']",0.5255
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,FAUSTUS,none,none,2,"I must be no niggard of my cunning.?Come, Mephistophilis,",,,,"['must', 'niggard', 'cunning', '\x94Come', 'Mephistophilis']",-0.296
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,FAUSTUS,none,none,3,let?s away to him.,,,,"['let', '\x99s', 'away']",0.0
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,DUKE,none,none,1,"Believe me, Master Doctor, this merriment hath much pleased",,,,"['Believe', 'Master', 'Doctor', 'merriment', 'much', 'pleased']",0.7845
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,DUKE,none,none,2,me.,,,,[],0.0
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,FAUSTUS,none,none,1,"My gracious lord, I am glad it contents you so well.",,,,"['gracious', 'lord', 'glad', 'contents', 'well']",0.8534
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,FAUSTUS,none,none,2,"?But it may be, madam, you take no delight in this.  I have heard",,,,"['\x94But', 'may', 'madam', 'take', 'delight', 'heard']",-0.4847
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,FAUSTUS,none,none,3,that great-bellied women do long for some dainties or other:  what,,,,"['great-bellied', 'women', 'long', 'dainties']",0.0
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,FAUSTUS,none,none,4,"is it, madam? tell me, and you shall have it.",,,,"['madam', 'tell', 'shall']",0.0
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,DUCHESS,none,none,1,"Thanks, good Master Doctor:  and, for I see your courteous",,,,"['Thanks', 'good', 'Master', 'Doctor', 'see', 'courteous']",0.8442
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,DUCHESS,none,none,2,"intent to pleasure me, I will not hide from you the thing my heart",,,,"['intent', 'pleasure', 'hide', 'thing', 'heart']",0.8562
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,DUCHESS,none,none,3,"desires; and, were it now summer, as it is January and the dead",,,,"['desires', 'summer', 'January', 'dead']",-0.6486
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,DUCHESS,none,none,4,"time of the winter, I would desire no better meat than a dish",,,,"['time', 'winter', 'would', 'desire', 'better', 'meat', 'dish']",0.0757
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,DUCHESS,none,none,5,of ripe grapes.,,,,"['ripe', 'grapes']",0.0
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,FAUSTUS,none,none,1,"Alas, madam, that?s nothing!?Mephistophilis, be gone.",,,,"['madam', '\x99s', 'nothing', '\x94Mephistophilis', 'gone']",-0.4122
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,FAUSTUS,none,none,2,"Were it a greater thing than this, so it",,,,"['greater', 'thing']",0.3612
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,FAUSTUS,none,none,3,"would content you, you should have it.",,,,"['would', 'content']",0.0
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,FAUSTUS,none,none,4,"Here they be, madam:  wilt please you taste on them?",,,,"['madam', 'wilt', 'please', 'taste']",0.3182
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,DUKE,none,none,1,"Believe me, Master Doctor, this makes me wonder above the",,,,"['Believe', 'Master', 'Doctor', 'makes', 'wonder']",0.0
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,DUKE,none,none,2,"rest, that being in the dead time of winter and in the month of",,,,"['rest', 'dead', 'time', 'winter', 'month']",-0.6486
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,DUKE,none,none,3,"January, how you should come by these grapes.",,,,"['January', 'come', 'grapes']",0.0
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,FAUSTUS,none,none,1,"If it like your grace, the year is divided into two",,,,"['like', 'grace', 'year', 'divided', 'two']",0.6486
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,FAUSTUS,none,none,2,"circles over the whole world, that, when it is here winter with",,,,"['circles', 'whole', 'world', 'winter']",0.0
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,FAUSTUS,none,none,3,"us, in the contrary circle it is summer with them, as in India,",,,,"['contrary', 'circle', 'summer', 'India']",0.0
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,FAUSTUS,none,none,4,"Saba, and farther countries in the east; and by means of a",,,,"['Saba', 'farther', 'countries', 'east', 'means']",0.0
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,FAUSTUS,none,none,5,"swift spirit that I have, I had them brought hither, as you see.",,,,"['swift', 'spirit', 'brought', 'hither', 'see']",0.3612
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,FAUSTUS,none,none,6,"?How do you like them, madam? be they good?",,,,"['\x94How', 'like', 'madam', 'good']",0.7131
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,DUCHESS,none,none,1,"Believe me, Master Doctor, they be the best grapes that",,,,"['Believe', 'Master', 'Doctor', 'best', 'grapes']",0.6369
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,DUCHESS,none,none,2,e?er I tasted in my life before.,,,,"['e', '\x99er', 'tasted', 'life']",0.0
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,FAUSTUS,none,none,1,"I am glad they content you so, madam.",,,,"['glad', 'content', 'madam']",0.4588
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,DUKE,none,none,1,"Come, madam, let us in, where you must well reward this",,,,"['Come', 'madam', 'let', 'must', 'well', 'reward']",0.7003
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,DUKE,none,none,2,learned man for the great kindness he hath shewed to you.,,,,"['learned', 'man', 'great', 'kindness', 'shewed']",0.7964
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,DUCHESS,none,none,1,"And so I will, my lord; and, whilst I live, rest",,,,"['lord', 'whilst', 'live', 'rest']",0.0
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,DUCHESS,none,none,2,beholding for this courtesy.,,,,"['beholding', 'courtesy']",0.4357
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,FAUSTUS,none,none,1,I humbly thank your grace.,,,,"['humbly', 'thank', 'grace']",0.6486
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,DUKE,none,none,1,"Come, Master Doctor, follow us, and receive your reward.",,,,"['Come', 'Master', 'Doctor', 'follow', 'receive', 'reward']",0.5719
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,WAGNER,none,none,1,"I think my master means to die shortly,",,,,"['think', 'master', 'means', 'die', 'shortly']",-0.5994
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,WAGNER,none,none,2,For he hath given to me all his goods:,,,,"['given', 'goods']",0.0
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,WAGNER,none,none,3,"And yet, methinks, if that death were near,",,,,"['yet', 'methinks', 'death', 'near']",-0.5994
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,WAGNER,none,none,4,"He would not banquet, and carouse, and swill",,,,"['would', 'banquet', 'carouse', 'swill']",0.0
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,WAGNER,none,none,5,"Amongst the students, as even now he doth,",,,,"['Amongst', 'students', 'even', 'doth']",0.0
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,WAGNER,none,none,6,Who are at supper with such belly-cheer,,,,"['supper', 'belly-cheer']",0.0
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,WAGNER,none,none,7,As Wagner ne?er beheld in all his life.,,,,"['Wagner', 'ne', '\x99er', 'beheld', 'life']",0.0
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,WAGNER,none,none,8,"See, where they come! belike the feast is ended.",,,,"['See', 'come', 'belike', 'feast', 'ended']",0.0
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,FIRST SCHOLAR,none,none,1,"Master Doctor Faustus, since our conference about",,,,"['Master', 'Doctor', 'Faustus', 'since', 'conference']",0.0
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,FIRST SCHOLAR,none,none,2,"fair ladies, which was the beautifulest in all the world, we have",,,,"['fair', 'ladies', 'beautifulest', 'world']",0.7096
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,FIRST SCHOLAR,none,none,3,determined with ourselves that Helen of Greece was the admirablest,,,,"['determined', 'Helen', 'Greece', 'admirablest']",0.34
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,FIRST SCHOLAR,none,none,4,"lady that ever lived:  therefore, Master Doctor, if you will do us",,,,"['lady', 'ever', 'lived', 'therefore', 'Master', 'Doctor']",0.0
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,FIRST SCHOLAR,none,none,5,"that favour, as to let us see that peerless dame of Greece, whom",,,,"['favour', 'let', 'see', 'peerless', 'dame', 'Greece']",0.4404
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,FIRST SCHOLAR,none,none,6,"all the world admires for majesty, we should think ourselves much",,,,"['world', 'admires', 'majesty', 'think', 'much']",0.3612
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,FIRST SCHOLAR,none,none,7,beholding unto you.,,,,"['beholding', 'unto']",0.0
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,FAUSTUS,none,none,1,"Gentlemen,",,,,['Gentlemen'],0.0
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,FAUSTUS,none,none,2,"For that I know your friendship is unfeign?d,",,,,"['know', 'friendship', 'unfeign', '\x99d']",0.4404
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,FAUSTUS,none,none,3,And Faustus??custom is not to deny,,,,"['Faustus', 'custom', 'deny']",0.3391
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,FAUSTUS,none,none,4,"The just requests of those that wish him well,",,,,"['requests', 'wish', 'well']",0.5859
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,FAUSTUS,none,none,5,"You shall behold that peerless dame of Greece,",,,,"['shall', 'behold', 'peerless', 'dame', 'Greece']",0.0
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,FAUSTUS,none,none,6,No otherways for pomp and majesty,,,,"['otherways', 'pomp', 'majesty']",-0.296
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,FAUSTUS,none,none,7,"Than when Sir Paris cross?d the seas with her,",,,,"['Sir', 'Paris', 'cross', '\x99d', 'seas']",0.0
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,FAUSTUS,none,none,8,And brought the spoils to rich Dardania.,,,,"['brought', 'spoils', 'rich', 'Dardania']",0.5574
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,FAUSTUS,none,none,9,"Be silent, then, for danger is in words.",,,,"['silent', 'danger', 'words']",-0.5267
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,SECOND SCHOLAR,none,none,1,"Too simple is my wit to tell her praise,",,,,"['simple', 'wit', 'tell', 'praise']",0.5574
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,SECOND SCHOLAR,none,none,2,Whom all the world admires for majesty.,,,,"['world', 'admires', 'majesty']",0.3612
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,THIRD SCHOLAR,none,none,1,No marvel though the angry Greeks pursu?d,,,,"['marvel', 'though', 'angry', 'Greeks', 'pursu', '\x99d']",-0.684
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,THIRD SCHOLAR,none,none,2,"With ten years??war the rape of such a queen,",,,,"['ten', 'years', 'war', 'rape', 'queen']",-0.7236
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,THIRD SCHOLAR,none,none,3,Whose heavenly beauty passeth all compare.,,,,"['Whose', 'heavenly', 'beauty', 'passeth', 'compare']",0.8316
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,FIRST SCHOLAR,none,none,1,"Since we have seen the pride of Nature?s works,",,,,"['Since', 'seen', 'pride', 'Nature', '\x99s', 'works']",0.34
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,FIRST SCHOLAR,none,none,2,"And only paragon of excellence,",,,,"['paragon', 'excellence']",0.6249
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,FIRST SCHOLAR,none,none,3,Let us depart; and for this glorious deed,,,,"['Let', 'depart', 'glorious', 'deed']",0.7184
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,FIRST SCHOLAR,none,none,4,Happy and blest be Faustus evermore!,,,,"['Happy', 'blest', 'Faustus', 'evermore']",0.6114
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,FAUSTUS,none,none,1,"Gentlemen, farewell:  the same I wish to you.",,,,"['Gentlemen', 'farewell', 'wish']",0.4019
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,OLD MAN,none,none,1,"Ah, Doctor Faustus, that I might prevail",,,,"['Ah', 'Doctor', 'Faustus', 'might', 'prevail']",0.0
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,OLD MAN,none,none,2,"To guide thy steps unto the way of life,",,,,"['guide', 'steps', 'unto', 'way', 'life']",0.0
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,OLD MAN,none,none,3,By which sweet path thou mayst attain the goal,,,,"['sweet', 'path', 'mayst', 'attain', 'goal']",0.4588
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,OLD MAN,none,none,4,That shall conduct thee to celestial rest!,,,,"['shall', 'conduct', 'celestial', 'rest']",0.0
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,OLD MAN,none,none,5,"Break heart, drop blood, and mingle it with tears,",,,,"['Break', 'heart', 'drop', 'blood', 'mingle', 'tears']",0.296
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,OLD MAN,none,none,6,Tears falling from repentant heaviness,,,,"['Tears', 'falling', 'repentant', 'heaviness']",-0.3612
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,OLD MAN,none,none,7,"Of thy most vile and loathsome filthiness,",,,,"['vile', 'loathsome', 'filthiness']",-0.659
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,OLD MAN,none,none,8,The stench whereof corrupts the inward soul,,,,"['stench', 'whereof', 'corrupts', 'inward', 'soul']",-0.5106
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,OLD MAN,none,none,9,With such flagitious crimes of heinous sin,,,,"['flagitious', 'crimes', 'heinous', 'sin']",-0.5574
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,OLD MAN,none,none,10,"As no commiseration may expel,",,,,"['commiseration', 'may', 'expel']",-0.6249
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,OLD MAN,none,none,11,"But mercy, Faustus, of thy Saviour sweet,",,,,"['mercy', 'Faustus', 'Saviour', 'sweet']",0.8047
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,OLD MAN,none,none,12,Whose blood alone must wash away thy guilt.,,,,"['Whose', 'blood', 'alone', 'must', 'wash', 'away', 'guilt']",-0.4767
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,FAUSTUS,none,none,1,"Where art thou, Faustus? wretch, what hast thou done?",,,,"['Faustus', 'wretch', 'done']",0.0
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,FAUSTUS,none,none,2,"Damn?d art thou, Faustus, damn?d; despair and die!",,,,"['Damn', '\x99d', 'Faustus', 'damn', '\x99d', 'despair', 'die']",-0.7815
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,FAUSTUS,none,none,3,"Hell calls for right, and with a roaring voice",,,,"['Hell', 'calls', 'right', 'roaring', 'voice']",-0.6808
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,FAUSTUS,none,none,4,"Says, ?Faustus, come; thine hour is almost come;??
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,FAUSTUS,THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,none,5,And Faustus now will come to do thee right.
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,OLD MAN,THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,none,1,Ah", stay, good Faustus," stay thy desperate steps!""","['Says', '\x9cFaustus', 'come', 'hour', 'almost', 'come', 'TRAGICAL', 'HISTORY', 'DOCTOR', 'TRAGICAL', 'HISTORY', 'DOCTOR', 'none,5', 'Faustus', 'come', 'right', 'TRAGICAL', 'HISTORY', 'DOCTOR', 'OLD', 'MAN', 'TRAGICAL', 'HISTORY', 'DOCTOR', 'none,1', 'Ah']",-0.9572
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,OLD MAN,none,none,2,"I see an angel hovers o?er thy head,",,,,"['see', 'angel', 'hovers', '\x99er', 'head']",0.0
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,OLD MAN,none,none,3,"And, with a vial full of precious grace,",,,,"['vial', 'full', 'precious', 'grace']",0.7579
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,OLD MAN,none,none,4,Offers to pour the same into thy soul:,,,,"['Offers', 'pour', 'soul']",0.0
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,OLD MAN,none,none,5,"Then call for mercy, and avoid despair.",,,,"['call', 'mercy', 'avoid', 'despair']",-0.25
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,FAUSTUS,none,none,1,"Ah, my sweet friend, I feel",,,,"['Ah', 'sweet', 'friend', 'feel']",0.7351
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,FAUSTUS,none,none,2,Thy words to comfort my distressed soul!,,,,"['words', 'comfort', 'distressed', 'soul']",-0.1511
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,FAUSTUS,none,none,3,Leave me a while to ponder on my sins.,,,,"['Leave', 'ponder', 'sins']",-0.4939
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,OLD MAN,none,none,1,"I go, sweet Faustus; but with heavy cheer,",,,,"['go', 'sweet', 'Faustus', 'heavy', 'cheer']",0.7543
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,OLD MAN,none,none,2,Fearing the ruin of thy hopeless soul.,,,,"['Fearing', 'ruin', 'hopeless', 'soul']",-0.8885
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,FAUSTUS,none,none,1,"Accursed Faustus, where is mercy now?",,,,"['Accursed', 'Faustus', 'mercy']",0.3612
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,FAUSTUS,none,none,2,I do repent; and yet I do despair:,,,,"['repent', 'yet', 'despair']",-0.3182
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,FAUSTUS,none,none,3,Hell strives with grace for conquest in my breast:,,,,"['Hell', 'strives', 'grace', 'conquest', 'breast']",-0.4215
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,FAUSTUS,none,none,4,What shall I do to shun the snares of death?,,,,"['shall', 'shun', 'snares', 'death']",-0.5994
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,MEPHIST,none,none,1,"Thou traitor, Faustus, I arrest thy soul",,,,"['traitor', 'Faustus', 'arrest', 'soul']",-0.34
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,MEPHIST,none,none,2,For disobedience to my sovereign lord:,,,,"['disobedience', 'sovereign', 'lord']",0.0
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,MEPHIST,none,none,3,"Revolt, or I?ll in piece-meal tear thy flesh.",,,,"['Revolt', '\x99ll', 'piece-meal', 'tear', 'flesh']",0.0
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,FAUSTUS,none,none,1,"Sweet Mephistophilis, entreat thy lord",,,,"['Sweet', 'Mephistophilis', 'entreat', 'lord']",0.4588
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,FAUSTUS,none,none,2,"To pardon my unjust presumption,",,,,"['pardon', 'unjust', 'presumption']",-0.25
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,FAUSTUS,none,none,3,And with my blood again I will confirm,,,,"['blood', 'confirm']",0.0
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,FAUSTUS,none,none,4,My former vow I made to Lucifer.,,,,"['former', 'vow', 'made', 'Lucifer']",0.0
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,MEPHIST,none,none,1,"Do it, then, quickly, with unfeigned heart,",,,,"['quickly', 'unfeigned', 'heart']",0.6369
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,MEPHIST,none,none,2,Lest greater danger do attend thy drift.,,,,"['Lest', 'greater', 'danger', 'attend', 'drift']",-0.2263
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,FAUSTUS,none,none,1,"Torment, sweet friend, that base and crooked age,",,,,"['Torment', 'sweet', 'friend', 'base', 'crooked', 'age']",0.7351
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,FAUSTUS,none,none,2,"That durst dissuade me from thy Lucifer,",,,,"['durst', 'dissuade', 'Lucifer']",0.0
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,FAUSTUS,none,none,3,With greatest torments that our hell affords.,,,,"['greatest', 'torments', 'hell', 'affords']",-0.1027
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,MEPHIST,none,none,1,His faith is great; I cannot touch his soul;,,,,"['faith', 'great', 'touch', 'soul']",0.7845
